geometry,channel,estimator,age,stratum,pairs,pair_dates,rmse_ratio_to_stream,ci_lo,ci_hi,share_pairs_below_1
risk,correlation,holdings corr,108,>0.95,14352,380706,0.967977,0.921911,1.000986,0.544384
risk,correlation,blend corr,108,>0.95,14352,380706,0.965505,0.919729,0.998435,0.549610
risk,correlation,factor corr K5,108,>0.95,14352,380706,0.968857,0.922514,1.003850,0.544941
risk,correlation,factor corr K10,108,>0.95,14352,380706,0.940564,0.892883,0.975018,0.605769
risk,correlation,"proxy factor corr, core 13",108,>0.95,13963,362700,0.967578,0.918738,1.002854,0.569434
risk,correlation,"proxy factor corr, extended 22",108,>0.95,11655,283916,0.979371,0.928711,1.013390,0.541055
risk,covariance,holdings cov,future,all,48105,1457100,0.983237,0.962003,1.005195,0.294190
risk,covariance,"holdings corr, stream vol",future,all,48105,1457100,0.966876,0.951777,0.981832,0.692880
risk,covariance,"blend, pair weight",future,all,48105,1457100,0.966789,0.951700,0.981738,0.695021
risk,correlation,holdings corr,future,all,48105,1457100,0.857957,0.828270,0.884977,0.734622
risk,correlation,blend corr,future,all,48105,1457100,0.855360,0.825604,0.882401,0.738011
risk,correlation,factor corr K5,future,all,45358,1307820,0.938556,0.914386,0.963338,0.616253
risk,correlation,factor corr K10,future,all,43104,1204423,0.932330,0.908791,0.955406,0.647457
risk,correlation,"proxy factor corr, core 13",future,all,41670,1134142,0.959388,0.935388,0.979629,0.603384
risk,correlation,"proxy factor corr, extended 22",future,all,35045,905508,0.971175,0.946223,0.989201,0.589670
risk,covariance,holdings cov,0,all,48153,1459142,0.983280,0.958381,1.005182,0.294561
risk,covariance,"holdings corr, stream vol",0,all,48153,1459142,0.966871,0.948862,0.982368,0.692812
risk,covariance,"blend, pair weight",0,all,48153,1459142,0.966778,0.948813,0.982286,0.694536
risk,correlation,holdings corr,0,all,48153,1459142,0.861338,0.832230,0.887076,0.732644
risk,correlation,blend corr,0,all,48153,1459142,0.858461,0.829498,0.884152,0.736756
risk,correlation,factor corr K5,0,all,45254,1307652,0.938464,0.912251,0.960905,0.616122
risk,correlation,factor corr K10,0,all,43155,1205948,0.932267,0.906338,0.953095,0.647387
risk,correlation,"proxy factor corr, core 13",0,all,41683,1135178,0.959253,0.933324,0.979469,0.603483
risk,correlation,"proxy factor corr, extended 22",0,all,35043,906170,0.971027,0.946264,0.989718,0.589676
risk,covariance,holdings cov,21,all,47316,1409629,0.964705,0.928983,0.996953,0.339568
risk,covariance,"holdings corr, stream vol",21,all,47316,1409629,0.956158,0.928672,0.981025,0.672077
risk,covariance,"blend, pair weight",21,all,47316,1409629,0.955969,0.928456,0.980829,0.677065
risk,correlation,holdings corr,21,all,47316,1409629,0.921760,0.892105,0.949736,0.648449
risk,correlation,blend corr,21,all,47316,1409629,0.911915,0.883300,0.939600,0.658699
risk,correlation,factor corr K5,21,all,45444,1311684,0.938384,0.913433,0.962913,0.617309
risk,correlation,factor corr K10,21,all,43131,1207212,0.932202,0.907432,0.954744,0.647979
risk,correlation,"proxy factor corr, core 13",21,all,41701,1136763,0.959156,0.935199,0.979803,0.604254
risk,correlation,"proxy factor corr, extended 22",21,all,35071,907606,0.970869,0.948628,0.989666,0.589775
risk,covariance,holdings cov,63,all,45352,1305673,0.992031,0.979540,1.003607,0.406663
risk,covariance,"holdings corr, stream vol",63,all,45352,1305673,0.983733,0.976217,0.990701,0.669496
risk,covariance,"blend, pair weight",63,all,45352,1305673,0.983404,0.975915,0.990367,0.679286
risk,correlation,holdings corr,63,all,45352,1305673,0.962255,0.936538,0.988774,0.592477
risk,correlation,blend corr,63,all,45352,1305673,0.941482,0.918589,0.963558,0.612255
risk,correlation,factor corr K5,63,all,45343,1305556,0.939747,0.916134,0.962204,0.614207
risk,correlation,factor corr K10,63,all,43209,1210036,0.931987,0.907398,0.953641,0.647620
risk,correlation,"proxy factor corr, core 13",63,all,41739,1138904,0.958893,0.934469,0.980444,0.603584
risk,correlation,"proxy factor corr, extended 22",63,all,35100,909202,0.970428,0.947821,0.990001,0.590000
risk,covariance,holdings cov,108,all,42925,1192412,0.999628,0.991102,1.009191,0.398835
risk,covariance,"holdings corr, stream vol",108,all,42925,1192412,0.989633,0.985031,0.993807,0.651695
risk,covariance,"blend, pair weight",108,all,42925,1192412,0.989220,0.984692,0.993344,0.663203
risk,correlation,holdings corr,108,all,42925,1192412,0.982110,0.958598,1.003908,0.535282
risk,correlation,blend corr,108,all,42925,1192412,0.963130,0.940630,0.982819,0.562749
risk,correlation,factor corr K5,108,all,42925,1192412,0.952138,0.929109,0.973561,0.602143
risk,correlation,factor corr K10,108,all,42925,1192412,0.934239,0.910812,0.955117,0.645684
risk,correlation,"proxy factor corr, core 13",108,all,41723,1138641,0.958885,0.936582,0.979744,0.603600
risk,correlation,"proxy factor corr, extended 22",108,all,35091,909023,0.970434,0.947829,0.989366,0.589809
