geometry,channel,estimator,age,stratum,pairs,pair_dates,rmse_ratio_to_stream,ci_lo,ci_hi,share_pairs_below_1
neutral,correlation,factor corr K10,108,<0.75,4241,107774,0.951859,0.917106,0.994483,0.717755
neutral,correlation,"proxy factor corr, core 13",108,<0.75,4023,101570,0.949251,0.927174,0.977850,0.761621
neutral,correlation,"proxy factor corr, extended 22",108,<0.75,3161,77186,0.959586,0.939528,0.987932,0.746283
neutral,covariance,holdings cov,108,>0.95,14352,380706,0.993906,0.985297,0.999327,0.599429
neutral,covariance,"holdings corr, stream vol",108,>0.95,14352,380706,0.991120,0.984691,0.994369,0.786302
neutral,covariance,"blend, pair weight",108,>0.95,14352,380706,0.991180,0.984752,0.994384,0.789228
neutral,correlation,holdings corr,108,>0.95,14352,380706,0.969059,0.934237,0.992518,0.620610
neutral,correlation,blend corr,108,>0.95,14352,380706,0.967610,0.932993,0.990154,0.627230
neutral,correlation,factor corr K5,108,>0.95,14352,380706,0.959442,0.918902,0.995320,0.614339
neutral,correlation,factor corr K10,108,>0.95,14352,380706,0.928819,0.890479,0.955568,0.695443
neutral,correlation,"proxy factor corr, core 13",108,>0.95,13963,362700,0.955422,0.918186,0.980190,0.686242
neutral,correlation,"proxy factor corr, extended 22",108,>0.95,11655,283916,0.964407,0.927346,0.989610,0.664693
neutral,covariance,holdings cov,future,all,48105,1457100,0.997335,0.989466,1.003946,0.449059
neutral,covariance,"holdings corr, stream vol",future,all,48105,1457100,0.985319,0.980215,0.989525,0.755161
neutral,covariance,"blend, pair weight",future,all,48105,1457100,0.985239,0.980125,0.989407,0.758819
neutral,correlation,holdings corr,future,all,48105,1457100,0.915025,0.894591,0.932293,0.742002
neutral,correlation,blend corr,future,all,48105,1457100,0.913238,0.892761,0.930782,0.746825
neutral,correlation,factor corr K5,future,all,45358,1307820,0.948358,0.928927,0.966587,0.661625
neutral,correlation,factor corr K10,future,all,43104,1204423,0.933822,0.915952,0.948822,0.729143
neutral,correlation,"proxy factor corr, core 13",future,all,41670,1134142,0.959724,0.941139,0.973926,0.704272
neutral,correlation,"proxy factor corr, extended 22",future,all,35045,905508,0.967240,0.948264,0.979986,0.694878
neutral,covariance,holdings cov,0,all,48153,1459142,0.997308,0.989417,1.004410,0.454821
neutral,covariance,"holdings corr, stream vol",0,all,48153,1459142,0.985416,0.979990,0.989986,0.758686
neutral,covariance,"blend, pair weight",0,all,48153,1459142,0.985333,0.979920,0.989906,0.762050
neutral,correlation,holdings corr,0,all,48153,1459142,0.917300,0.894983,0.933792,0.742031
neutral,correlation,blend corr,0,all,48153,1459142,0.915396,0.893532,0.931443,0.746682
neutral,correlation,factor corr K5,0,all,45254,1307652,0.948351,0.927078,0.965944,0.660892
neutral,correlation,factor corr K10,0,all,43155,1205948,0.933855,0.912721,0.949174,0.728907
neutral,correlation,"proxy factor corr, core 13",0,all,41683,1135178,0.959722,0.940131,0.973698,0.704316
neutral,correlation,"proxy factor corr, extended 22",0,all,35043,906170,0.967247,0.947456,0.980332,0.694404
neutral,covariance,holdings cov,21,all,47316,1409629,0.987320,0.976818,0.996581,0.537154
neutral,covariance,"holdings corr, stream vol",21,all,47316,1409629,0.982231,0.973991,0.988971,0.760208
neutral,covariance,"blend, pair weight",21,all,47316,1409629,0.982105,0.973949,0.988823,0.768472
neutral,correlation,holdings corr,21,all,47316,1409629,0.952959,0.934172,0.969500,0.681080
neutral,correlation,blend corr,21,all,47316,1409629,0.947085,0.929690,0.963483,0.692641
